checkpoint,position,is_home,formation,cumul_sprints,cumul_hsr,cumul_distance,cumul_mean_max_speed,cumul_peak_speed,cumul_shots,cumul_shots_on_target,cumul_shots_under_press,cumul_shots_top_third,scored_after,cumul_in_game_time,cumul_received_succ,cumul_received_unsucc,cumul_times_pressured,cumul_pressured_succ,cumul_pressured_unsucc,cumul_pressured_success_rate,cumul_pressures_applied,cumul_pressures_won,cumul_pressures_lost,cumul_pressure_success_rate
H2_30,D,False,4-2-3-1,6,23,429.39,6.811,9.14,0,0,0,0,0,74,29,8,0,0,0,0.0,0,0,0,0.0
H1_15,M,False,4-2-3-1,2,10,161.25,6.522,7.99,0,0,0,0,0,14,6,4,8,6,2,0.75,10,4,6,0.4
H1_30,M,False,4-2-3-1,3,21,320.65,6.426,8.14,0,0,0,0,0,29,6,5,12,9,3,0.75,15,5,10,0.3333333333333333
H1_45,M,False,4-2-3-1,5,28,469.7,6.585,8.14,0,0,0,0,0,44,15,5,15,11,4,0.7333333333333333,16,5,11,0.3125
H2_15,M,False,4-2-3-1,7,33,543.47,6.614,9.09,0,0,0,0,0,59,17,6,16,11,5,0.6875,18,6,12,0.3333333333333333
H2_30,M,False,4-2-3-1,8,36,585.8,6.608,9.09,0,0,0,0,0,74,19,7,18,12,6,0.6666666666666666,25,9,16,0.36
H1_15,M,False,4-2-3-1,2,17,285.54,6.489,8.88,0,0,0,0,0,14,4,2,2,2,0,1.0,8,1,7,0.125
H1_30,M,False,4-2-3-1,5,31,512.01,6.668,8.88,0,0,0,0,0,29,5,2,4,3,1,0.75,16,4,12,0.25
H1_45,M,False,4-2-3-1,7,47,726.01,6.64,8.88,0,0,0,0,0,44,7,2,6,4,2,0.6666666666666666,25,7,18,0.28
H1_15,D,False,4-2-3-1,3,9,159.41,6.879,8.34,0,0,0,0,0,14,4,3,3,2,1,0.6666666666666666,8,3,5,0.375
H1_30,D,False,4-2-3-1,4,17,313.92,6.781,8.34,0,0,0,0,0,29,0,0,0,0,0,0.0,9,4,5,0.4444444444444444
H1_45,D,False,4-2-3-1,8,27,515.91,6.899,8.99,0,0,0,0,0,44,8,3,5,4,1,0.8,13,4,9,0.3076923076923077
H2_15,D,False,4-2-3-1,9,31,611.67,6.872,8.99,0,0,0,0,0,59,10,3,6,5,1,0.8333333333333334,0,0,0,0.0
H2_30,D,False,4-2-3-1,11,40,717.51,6.778,8.99,0,0,0,0,0,74,10,4,0,0,0,0.0,17,5,12,0.29411764705882354
H1_15,M,False,4-2-3-1,2,15,232.05,6.542,7.92,0,0,0,0,0,14,7,0,9,6,3,0.6666666666666666,2,1,1,0.5
H1_30,M,False,4-2-3-1,4,26,387.69,6.532,8.13,0,0,0,0,0,29,0,0,10,7,3,0.7,5,1,4,0.2
H1_45,M,False,4-2-3-1,6,37,543.84,6.556,8.13,0,0,0,0,0,44,12,0,16,10,6,0.625,8,2,6,0.25
H2_15,M,False,4-2-3-1,7,51,823.29,6.566,8.79,0,0,0,0,0,59,15,0,18,10,8,0.5555555555555556,10,3,7,0.3
H1_15,M,True,3-4-3,3,11,137.69,6.629,8.23,0,0,0,0,0,14,0,0,2,1,1,0.5,5,1,4,0.2
H1_30,M,True,3-4-3,4,17,229.14,6.614,8.88,0,0,0,0,0,29,0,0,3,1,2,0.3333333333333333,11,4,7,0.36363636363636365
H1_45,M,True,3-4-3,7,25,354.91,6.767,8.88,0,0,0,0,0,44,4,0,7,2,5,0.2857142857142857,16,4,12,0.25
H1_15,M,True,3-4-3,2,10,127.45,6.588,8.18,3,1,3,3,0,14,2,0,8,3,5,0.375,2,2,0,1.0
H1_30,M,True,3-4-3,3,12,150.77,6.608,8.18,3,1,3,3,0,29,4,1,11,4,7,0.36363636363636365,7,5,2,0.7142857142857143
H1_45,M,True,3-4-3,3,17,211.23,6.522,8.18,3,1,3,3,0,44,7,3,13,5,8,0.38461538461538464,9,6,3,0.6666666666666666
H2_15,M,True,3-4-3,7,29,380.09,6.666,8.18,3,1,3,3,0,59,8,4,0,0,0,0.0,10,6,4,0.6
H2_30,M,True,3-4-3,9,34,456.15,6.638,8.18,3,1,3,3,0,74,9,8,14,5,9,0.35714285714285715,15,9,6,0.6
H1_15,D,True,3-4-3,2,3,66.11,6.854,7.71,0,0,0,0,0,14,2,3,2,1,1,0.5,5,3,2,0.6
H1_30,D,True,3-4-3,3,5,118.87,6.869,8.01,0,0,0,0,0,29,3,3,4,2,2,0.5,8,4,4,0.5
H1_45,D,True,3-4-3,5,10,201.01,6.987,8.01,0,0,0,0,0,44,8,3,9,4,5,0.4444444444444444,14,6,8,0.42857142857142855
H1_15,M,True,3-4-3,1,5,79.28,6.703,8.43,1,0,1,1,0,14,2,1,2,1,1,0.5,8,1,7,0.125
H1_30,M,True,3-4-3,2,7,104.51,6.704,8.43,1,0,1,1,0,29,2,2,5,2,3,0.4,14,4,10,0.2857142857142857
H1_45,M,True,3-4-3,2,13,193.58,6.537,8.43,2,1,2,2,0,44,3,2,7,4,3,0.5714285714285714,16,4,12,0.25
H2_15,M,True,3-4-3,4,18,285.79,6.619,8.8,2,1,2,2,0,59,5,5,10,6,4,0.6,21,7,14,0.3333333333333333
H2_30,M,True,3-4-3,5,20,321.23,6.667,8.8,3,1,3,3,0,74,9,6,13,7,6,0.5384615384615384,23,8,15,0.34782608695652173
H1_15,A,True,3-4-3,5,10,196.66,7.228,9.13,0,0,0,0,0,14,1,0,1,0,1,0.0,5,0,5,0.0
H1_30,A,True,3-4-3,9,16,353.56,7.194,9.13,0,0,0,0,0,29,3,0,6,1,5,0.16666666666666666,8,0,8,0.0
H1_45,A,True,3-4-3,9,23,456.81,7.007,9.13,0,0,0,0,0,44,4,0,7,1,6,0.14285714285714285,13,1,12,0.07692307692307693
H2_15,A,True,3-4-3,10,32,602.91,6.879,9.13,1,0,1,1,0,59,5,0,8,1,7,0.125,14,1,13,0.07142857142857142
H2_30,A,True,3-4-3,10,40,724.9,6.802,9.13,1,0,1,1,0,74,0,0,0,0,0,0.0,0,0,0,0.0
H2_15,D,True,3-4-3,1,5,95.54,6.537,7.11,0,0,0,0,0,14,1,2,0,0,0,0.0,1,0,1,0.0
H2_30,D,True,3-4-3,2,16,241.51,6.411,7.32,0,0,0,0,0,29,1,4,1,1,0,1.0,0,0,0,0.0
H1_15,A,True,3-4-3,5,9,166.59,7.053,8.92,1,0,1,1,0,14,0,0,6,1,5,0.16666666666666666,6,3,3,0.5
H1_30,A,True,3-4-3,9,17,386.88,7.119,9.03,1,0,1,1,0,29,2,0,9,1,8,0.1111111111111111,7,3,4,0.42857142857142855
H1_45,A,True,3-4-3,10,28,515.7,6.931,9.03,1,0,1,1,0,44,4,1,13,4,9,0.3076923076923077,17,8,9,0.47058823529411764
H2_15,A,True,3-4-3,12,39,695.06,6.857,9.03,1,0,1,1,0,59,5,1,16,4,12,0.25,19,9,10,0.47368421052631576
H2_30,A,True,3-4-3,16,46,844.28,6.914,9.03,1,0,1,1,0,74,7,1,19,6,13,0.3157894736842105,21,10,11,0.47619047619047616
H1_15,A,True,3-4-3,3,11,176.47,6.878,7.67,1,0,1,1,0,14,1,0,2,0,2,0.0,7,0,7,0.0
H1_30,A,True,3-4-3,9,25,431.68,6.88,7.8,1,0,1,1,0,29,2,0,6,1,5,0.16666666666666666,13,2,11,0.15384615384615385
H1_45,A,True,3-4-3,10,36,538.36,6.685,7.8,1,0,1,1,0,44,3,1,7,2,5,0.2857142857142857,20,6,14,0.3
H2_15,M,True,3-4-3,0,3,32.48,6.177,7.01,0,0,0,0,0,1,2,0,1,1,0,1.0,0,0,0,0.0
H2_30,M,True,3-4-3,5,20,305.9,6.677,7.95,0,0,0,0,0,16,6,1,3,3,0,1.0,2,1,1,0.5
H2_15,M,True,3-4-3,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0
H2_30,M,True,3-4-3,3,18,239.91,6.625,7.63,1,1,1,1,0,16,2,1,1,1,0,1.0,2,1,1,0.5
H1_15,G,True,3-4-3,0,0,0.0,0.0,0.0,0,0,0,0,0,14,0,0,3,1,2,0.3333333333333333,0,0,0,0.0
H1_30,G,True,3-4-3,0,0,0.0,0.0,0.0,0,0,0,0,0,29,0,0,0,0,0,0.0,0,0,0,0.0
H1_45,G,True,3-4-3,0,0,0.0,0.0,0.0,0,0,0,0,0,44,0,1,0,0,0,0.0,0,0,0,0.0
H2_15,G,True,3-4-3,0,0,0.0,0.0,0.0,0,0,0,0,0,59,1,2,0,0,0,0.0,0,0,0,0.0
H2_30,G,True,3-4-3,0,0,0.0,0.0,0.0,0,0,0,0,0,74,2,3,0,0,0,0.0,0,0,0,0.0
H1_15,D,True,3-4-3,1,11,164.45,6.402,7.17,0,0,0,0,0,14,0,1,1,0,1,0.0,2,1,1,0.5
H1_30,D,True,3-4-3,1,14,202.82,6.374,7.17,0,0,0,0,0,29,1,3,0,0,0,0.0,8,4,4,0.5
H1_45,D,True,3-4-3,3,20,355.64,6.493,7.49,0,0,0,0,0,44,2,5,6,1,5,0.16666666666666666,13,8,5,0.6153846153846154
H2_15,D,True,3-4-3,5,25,425.68,6.558,8.07,1,0,1,1,0,59,4,6,0,0,0,0.0,16,10,6,0.625
H2_30,D,True,3-4-3,6,31,482.42,6.514,8.07,1,0,1,1,0,74,6,8,8,2,6,0.25,20,12,8,0.6
H1_15,D,True,3-4-3,0,6,57.77,6.082,6.98,0,0,0,0,1,14,1,3,2,0,2,0.0,0,0,0,0.0
H1_30,D,True,3-4-3,0,8,88.59,5.981,6.98,0,0,0,0,1,29,2,3,0,0,0,0.0,3,2,1,0.6666666666666666
H1_45,D,True,3-4-3,2,11,153.77,6.465,8.25,0,0,0,0,1,44,6,6,5,3,2,0.6,4,2,2,0.5
H2_15,D,True,3-4-3,4,17,259.79,6.953,9.61,0,0,0,0,1,59,9,6,8,4,4,0.5,6,3,3,0.5
H2_30,D,True,3-4-3,6,23,389.47,6.898,9.61,1,1,1,1,0,74,11,7,9,5,4,0.5555555555555556,8,5,3,0.625
H2_15,M,True,3-4-3,3,9,172.46,6.807,8.31,0,0,0,0,0,14,2,1,0,0,0,0.0,2,1,1,0.5
H2_30,M,True,3-4-3,6,19,336.0,6.812,9.45,0,0,0,0,0,29,4,1,3,2,1,0.6666666666666666,0,0,0,0.0
H1_15,M,True,3-4-3,3,10,208.44,6.946,8.97,0,0,0,0,0,14,0,0,3,1,2,0.3333333333333333,2,0,2,0.0
H1_30,M,True,3-4-3,6,19,384.77,6.958,8.97,0,0,0,0,0,29,1,0,6,2,4,0.3333333333333333,4,1,3,0.25
H1_45,M,True,3-4-3,10,28,556.12,7.012,8.97,0,0,0,0,0,44,7,0,11,5,6,0.45454545454545453,7,2,5,0.2857142857142857
H1_15,G,False,4-4-2,0,1,10.69,7.77,7.77,0,0,0,0,0,14,1,0,0,0,0,0.0,0,0,0,0.0
H1_30,G,False,4-4-2,0,2,17.81,6.92,7.77,0,0,0,0,0,29,3,1,0,0,0,0.0,0,0,0,0.0
H1_45,G,False,4-4-2,0,3,22.88,6.583,7.77,0,0,0,0,0,44,4,1,1,0,1,0.0,0,0,0,0.0
H2_15,G,False,4-4-2,0,3,22.88,6.583,7.77,0,0,0,0,0,59,5,2,0,0,0,0.0,0,0,0,0.0
H2_30,G,False,4-4-2,0,3,22.88,6.583,7.77,0,0,0,0,0,74,8,2,0,0,0,0.0,0,0,0,0.0
H1_15,D,False,4-4-2,2,9,128.46,6.79,7.73,1,1,0,1,0,14,6,2,3,2,1,0.6666666666666666,3,3,0,1.0
H1_30,D,False,4-4-2,3,15,232.99,6.649,7.73,1,1,0,1,0,29,9,3,0,0,0,0.0,6,6,0,1.0
H1_45,D,False,4-4-2,3,23,307.84,6.464,7.73,1,1,0,1,0,44,13,4,6,3,3,0.5,9,7,2,0.7777777777777778
H2_15,D,False,4-4-2,6,32,454.9,6.623,8.51,1,1,0,1,0,59,13,5,8,5,3,0.625,10,8,2,0.8
H2_30,D,False,4-4-2,7,37,550.65,6.65,8.51,1,1,0,1,0,74,16,7,10,6,4,0.6,0,0,0,0.0
H1_15,D,False,4-4-2,2,12,163.46,6.62,7.31,1,0,0,1,0,14,3,0,3,3,0,1.0,0,0,0,0.0
H1_30,D,False,4-4-2,4,18,276.34,6.707,8.72,1,0,0,1,0,29,8,1,4,4,0,1.0,0,0,0,0.0
H1_45,D,False,4-4-2,7,24,355.72,6.737,8.72,1,0,0,1,0,44,17,3,9,7,2,0.7777777777777778,2,2,0,1.0
H2_15,D,False,4-4-2,8,33,466.25,6.669,8.72,1,0,0,1,0,59,23,4,10,8,2,0.8,0,0,0,0.0
H1_15,D,False,4-4-2,2,7,141.14,6.894,9.4,0,0,0,0,0,14,6,1,1,1,0,1.0,2,2,0,1.0
H1_30,D,False,4-4-2,4,13,259.24,6.933,9.4,0,0,0,0,0,29,10,2,3,2,1,0.6666666666666666,3,3,0,1.0
H1_45,D,False,4-4-2,5,17,325.12,6.959,9.4,0,0,0,0,0,44,13,3,0,0,0,0.0,0,0,0,0.0
H2_15,D,False,4-4-2,5,21,379.06,6.874,9.4,0,0,0,0,0,59,20,5,0,0,0,0.0,0,0,0,0.0
H2_30,D,False,4-4-2,6,23,414.84,6.91,9.4,0,0,0,0,0,74,22,7,0,0,0,0.0,0,0,0,0.0
H1_15,D,False,4-4-2,2,9,144.48,6.857,8.63,0,0,0,0,0,14,11,1,3,3,0,1.0,7,6,1,0.8571428571428571
H1_30,D,False,4-4-2,4,14,256.21,6.837,8.83,0,0,0,0,0,29,17,2,7,7,0,1.0,10,9,1,0.9
H1_45,D,False,4-4-2,4,17,286.99,6.773,8.83,0,0,0,0,0,44,21,4,12,11,1,0.9166666666666666,0,0,0,0.0
H2_15,D,False,4-4-2,6,20,363.88,6.866,8.89,0,0,0,0,0,59,23,4,0,0,0,0.0,11,10,1,0.9090909090909091
H2_30,D,False,4-4-2,6,26,459.14,6.773,8.89,0,0,0,0,0,74,25,6,14,12,2,0.8571428571428571,13,11,2,0.8461538461538461
H1_15,M,False,4-4-2,1,10,123.42,6.344,7.38,0,0,0,0,1,14,8,0,3,3,0,1.0,1,0,1,0.0
H1_30,M,False,4-4-2,3,18,274.9,6.591,8.22,0,0,0,0,1,29,13,0,7,5,2,0.7142857142857143,4,2,2,0.5
H1_45,M,False,4-4-2,3,30,481.14,6.522,8.22,1,0,0,1,1,44,18,0,13,9,4,0.6923076923076923,8,4,4,0.5
H2_15,M,False,4-4-2,5,37,622.87,6.537,8.3,2,1,1,1,0,59,20,3,16,11,5,0.6875,12,6,6,0.5
H2_30,M,False,4-4-2,5,44,680.48,6.442,8.3,2,1,1,1,0,74,23,5,17,12,5,0.7058823529411765,14,8,6,0.5714285714285714
H2_30,M,False,4-4-2,2,3,131.09,7.412,9.02,0,0,0,0,0,4,1,0,2,0,2,0.0,1,0,1,0.0
H1_15,A,False,4-4-2,1,8,110.61,6.608,7.99,0,0,0,0,1,14,2,0,3,2,1,0.6666666666666666,5,3,2,0.6
H1_30,A,False,4-4-2,1,13,150.01,6.357,7.99,0,0,0,0,1,29,4,0,5,4,1,0.8,6,4,2,0.6666666666666666
H1_45,A,False,4-4-2,3,20,267.55,6.595,9.01,1,1,1,1,0,44,7,1,7,5,2,0.7142857142857143,12,6,6,0.5
H2_15,A,False,4-4-2,5,25,362.96,6.691,9.01,2,1,2,2,0,59,8,1,8,6,2,0.75,13,6,7,0.46153846153846156
H1_15,A,False,4-4-2,2,8,88.41,6.594,7.64,0,0,0,0,1,14,4,0,3,1,2,0.3333333333333333,3,2,1,0.6666666666666666
H1_30,A,False,4-4-2,2,11,121.67,6.468,7.64,0,0,0,0,1,29,8,1,12,4,8,0.3333333333333333,4,3,1,0.75
H1_45,A,False,4-4-2,4,18,246.13,6.595,8.31,1,0,1,1,1,44,15,2,17,8,9,0.47058823529411764,10,7,3,0.7
H2_15,A,False,4-4-2,7,26,342.47,6.652,8.32,2,1,2,2,0,59,20,2,20,8,12,0.4,11,7,4,0.6363636363636364
H2_30,A,False,4-4-2,8,30,396.09,6.646,8.32,2,1,2,2,0,74,22,2,24,10,14,0.4166666666666667,14,7,7,0.5
H2_30,D,False,4-4-2,0,1,9.92,6.11,6.11,0,0,0,0,0,4,0,0,0,0,0,0.0,1,0,1,0.0
H1_15,M,False,4-4-2,5,8,197.29,7.175,8.74,1,0,0,1,0,14,4,0,6,3,3,0.5,5,2,3,0.4
H1_30,M,False,4-4-2,6,14,319.4,7.036,8.74,1,0,0,1,0,29,11,1,13,5,8,0.38461538461538464,10,4,6,0.4
H1_45,M,False,4-4-2,8,21,429.87,6.894,8.74,1,0,0,1,0,44,21,1,23,10,13,0.43478260869565216,13,4,9,0.3076923076923077
H2_15,M,False,4-4-2,9,32,587.85,6.809,8.74,3,2,2,3,0,59,26,2,30,13,17,0.43333333333333335,15,6,9,0.4
H1_15,M,False,4-4-2,3,11,173.06,6.694,7.69,0,0,0,0,0,14,11,0,9,7,2,0.7777777777777778,1,1,0,1.0
H1_30,M,False,4-4-2,5,20,298.94,6.678,8.38,0,0,0,0,0,29,21,0,16,13,3,0.8125,3,3,0,1.0
H1_45,M,False,4-4-2,6,26,398.5,6.697,8.38,1,0,0,1,0,44,31,1,18,14,4,0.7777777777777778,5,4,1,0.8
H2_15,M,False,4-4-2,7,30,466.03,6.701,8.5,1,0,0,1,0,59,37,1,19,14,5,0.7368421052631579,6,5,1,0.8333333333333334
H2_30,M,False,4-4-2,8,37,576.59,6.668,8.5,1,0,0,1,0,74,40,6,21,15,6,0.7142857142857143,8,5,3,0.625
H2_30,M,False,4-4-2,3,3,79.11,7.093,8.33,0,0,0,0,0,4,0,0,1,0,1,0.0,2,0,2,0.0
H1_15,M,False,4-4-2,4,13,233.57,6.884,9.05,2,0,1,2,1,14,12,0,8,6,2,0.75,5,4,1,0.8
H1_30,M,False,4-4-2,6,20,359.4,6.856,9.05,2,0,1,2,1,29,17,1,13,8,5,0.6153846153846154,10,7,3,0.7
H1_45,M,False,4-4-2,9,31,522.91,6.79,9.05,3,1,2,3,0,44,26,2,20,13,7,0.65,16,10,6,0.625
H2_15,M,False,4-4-2,11,38,638.26,6.764,9.05,3,1,2,3,0,59,35,2,23,15,8,0.6521739130434783,17,10,7,0.5882352941176471
H2_30,M,False,4-4-2,15,54,909.44,6.798,9.05,4,1,3,4,0,74,38,2,0,0,0,0.0,19,11,8,0.5789473684210527
H1_15,D,True,4-1-4-1,2,8,111.42,6.975,7.75,0,0,0,0,0,14,2,1,1,1,0,1.0,0,0,0,0.0
H1_30,D,True,4-1-4-1,2,10,128.11,6.841,7.75,0,0,0,0,0,29,3,3,0,0,0,0.0,0,0,0,0.0
H1_45,D,True,4-1-4-1,2,14,170.74,6.732,7.75,1,0,1,1,0,44,9,5,6,4,2,0.6666666666666666,4,2,2,0.5
H2_15,D,True,4-1-4-1,2,21,254.58,6.59,7.75,1,0,1,1,0,59,11,6,0,0,0,0.0,0,0,0,0.0
H2_30,D,True,4-1-4-1,4,28,336.14,6.613,7.75,1,0,1,1,0,74,12,6,7,4,3,0.5714285714285714,5,3,2,0.6
H1_15,D,True,4-1-4-1,2,2,88.21,7.737,8.84,0,0,0,0,0,14,2,0,3,3,0,1.0,1,0,1,0.0
H1_30,D,True,4-1-4-1,2,3,98.87,7.5,8.84,0,0,0,0,0,29,2,2,0,0,0,0.0,2,0,2,0.0
H1_45,D,True,4-1-4-1,2,5,118.2,7.101,8.84,0,0,0,0,0,44,8,2,6,6,0,1.0,4,2,2,0.5
H2_15,D,True,4-1-4-1,3,12,192.6,6.728,8.84,0,0,0,0,0,59,0,0,8,8,0,1.0,5,3,2,0.6
H2_30,D,True,4-1-4-1,5,15,271.14,6.871,8.84,0,0,0,0,0,74,11,2,10,9,1,0.9,6,4,2,0.6666666666666666
H1_15,M,True,4-1-4-1,1,7,126.39,6.694,8.3,0,0,0,0,0,14,1,0,9,6,3,0.6666666666666666,1,0,1,0.0
H1_30,M,True,4-1-4-1,1,10,158.52,6.567,8.3,0,0,0,0,0,29,2,2,16,7,9,0.4375,11,6,5,0.5454545454545454
H1_45,M,True,4-1-4-1,2,14,209.06,6.584,8.3,0,0,0,0,0,44,7,3,27,11,16,0.4074074074074074,18,7,11,0.3888888888888889
H2_15,M,True,4-1-4-1,3,17,261.24,6.676,8.41,0,0,0,0,0,59,8,4,28,11,17,0.39285714285714285,19,7,12,0.3684210526315789
H2_30,M,True,4-1-4-1,4,19,301.39,6.707,8.41,0,0,0,0,0,74,9,5,0,0,0,0.0,21,7,14,0.3333333333333333
H1_15,M,True,4-1-4-1,1,10,148.89,6.587,8.5,0,0,0,0,0,14,1,1,3,1,2,0.3333333333333333,1,0,1,0.0
H1_30,M,True,4-1-4-1,2,18,230.88,6.518,8.5,0,0,0,0,0,29,3,2,5,2,3,0.4,8,2,6,0.25
H1_45,M,True,4-1-4-1,3,25,331.82,6.566,8.5,0,0,0,0,0,44,8,5,11,6,5,0.5454545454545454,15,5,10,0.3333333333333333
H2_15,M,True,4-1-4-1,5,35,471.04,6.612,8.5,0,0,0,0,0,59,9,8,0,0,0,0.0,20,5,15,0.25
H2_30,M,True,4-1-4-1,6,40,547.54,6.598,8.5,0,0,0,0,0,74,10,9,12,6,6,0.5,24,6,18,0.25
H1_15,A,True,4-1-4-1,5,7,121.36,6.946,8.12,0,0,0,0,0,14,2,0,2,0,2,0.0,3,2,1,0.6666666666666666
H1_30,A,True,4-1-4-1,6,16,224.32,6.789,8.31,0,0,0,0,0,29,2,1,6,2,4,0.3333333333333333,10,6,4,0.6
H1_45,A,True,4-1-4-1,7,23,322.73,6.667,8.31,1,1,1,1,0,44,10,1,16,7,9,0.4375,17,10,7,0.5882352941176471
H2_15,A,True,4-1-4-1,10,32,458.51,6.717,8.31,1,1,1,1,0,59,13,2,19,7,12,0.3684210526315789,19,10,9,0.5263157894736842
H2_30,A,True,4-1-4-1,10,39,536.21,6.636,8.31,1,1,1,1,0,74,15,3,22,7,15,0.3181818181818182,21,10,11,0.47619047619047616
H1_15,M,True,4-1-4-1,1,9,188.37,6.924,8.58,0,0,0,0,0,14,2,0,2,0,2,0.0,7,3,4,0.42857142857142855
H1_30,M,True,4-1-4-1,3,16,266.02,6.748,8.58,0,0,0,0,0,29,0,0,0,0,0,0.0,13,3,10,0.23076923076923078
H1_45,M,True,4-1-4-1,5,23,393.28,6.781,8.58,0,0,0,0,0,44,6,0,5,2,3,0.4,22,7,15,0.3181818181818182
H2_15,M,True,4-1-4-1,7,31,518.23,6.77,8.58,0,0,0,0,0,59,7,0,6,2,4,0.3333333333333333,26,7,19,0.2692307692307692
H2_30,D,True,4-1-4-1,0,1,19.18,6.76,6.76,0,0,0,0,0,8,0,2,0,0,0,0.0,1,0,1,0.0
H2_15,A,True,4-1-4-1,1,11,218.21,6.637,8.68,0,0,0,0,0,9,1,0,1,1,0,1.0,1,0,1,0.0
H2_30,A,True,4-1-4-1,4,18,342.26,6.641,8.68,0,0,0,0,0,24,3,1,5,4,1,0.8,5,1,4,0.2
H1_15,D,True,4-1-4-1,3,4,107.67,7.156,8.08,1,1,0,1,0,14,1,1,3,1,2,0.3333333333333333,3,2,1,0.6666666666666666
H1_30,D,True,4-1-4-1,3,7,130.71,6.868,8.08,1,1,0,1,0,29,2,3,0,0,0,0.0,15,9,6,0.6
H1_45,D,True,4-1-4-1,3,15,231.11,6.514,8.08,1,1,0,1,0,44,5,5,8,4,4,0.5,25,14,11,0.56
H2_15,D,True,4-1-4-1,6,20,301.53,6.603,8.08,1,1,0,1,0,59,6,9,11,5,6,0.45454545454545453,29,15,14,0.5172413793103449
H1_15,D,True,4-1-4-1,1,6,104.68,6.649,7.23,0,0,0,0,0,14,0,1,0,0,0,0.0,3,3,0,1.0
H1_30,D,True,4-1-4-1,3,13,182.82,6.565,7.58,0,0,0,0,0,29,1,3,3,2,1,0.6666666666666666,14,6,8,0.42857142857142855
H1_45,D,True,4-1-4-1,8,18,338.66,6.942,8.68,0,0,0,0,0,44,8,4,13,8,5,0.6153846153846154,27,9,18,0.3333333333333333
H2_15,D,True,4-1-4-1,12,23,460.64,7.008,8.69,0,0,0,0,0,59,11,7,15,10,5,0.6666666666666666,0,0,0,0.0
H2_30,D,True,4-1-4-1,13,31,551.95,6.869,8.69,0,0,0,0,0,74,14,7,18,13,5,0.7222222222222222,0,0,0,0.0
H1_15,M,True,4-1-4-1,2,7,123.08,6.906,8.92,0,0,0,0,0,14,2,0,2,2,0,1.0,5,4,1,0.8
H1_30,M,True,4-1-4-1,3,13,210.75,6.804,8.92,0,0,0,0,0,29,0,0,3,3,0,1.0,12,7,5,0.5833333333333334
H1_45,M,True,4-1-4-1,5,22,359.77,6.836,8.92,0,0,0,0,0,44,4,0,6,4,2,0.6666666666666666,18,7,11,0.3888888888888889
H2_30,M,True,4-1-4-1,0,4,58.69,6.213,6.58,0,0,0,0,0,8,1,2,3,2,1,0.6666666666666666,3,0,3,0.0
H1_15,G,True,4-1-4-1,0,1,17.95,7.49,7.49,0,0,0,0,0,14,0,2,1,1,0,1.0,0,0,0,0.0
H1_30,G,True,4-1-4-1,0,1,17.95,7.49,7.49,0,0,0,0,0,29,0,4,3,3,0,1.0,0,0,0,0.0
H1_45,G,True,4-1-4-1,0,1,17.95,7.49,7.49,0,0,0,0,0,44,1,5,4,3,1,0.75,0,0,0,0.0
H2_15,G,True,4-1-4-1,0,1,17.95,7.49,7.49,0,0,0,0,0,59,0,0,0,0,0,0.0,0,0,0,0.0
H2_30,G,True,4-1-4-1,0,1,17.95,7.49,7.49,0,0,0,0,0,74,1,6,0,0,0,0.0,0,0,0,0.0
H1_15,G,False,4-1-4-1,0,0,0.0,0.0,0.0,0,0,0,0,0,14,0,0,0,0,0,0.0,0,0,0,0.0
H1_30,G,False,4-1-4-1,0,0,0.0,0.0,0.0,0,0,0,0,0,29,0,0,0,0,0,0.0,0,0,0,0.0
H1_45,G,False,4-1-4-1,0,0,0.0,0.0,0.0,0,0,0,0,0,44,1,0,0,0,0,0.0,0,0,0,0.0
H2_15,G,False,4-1-4-1,0,0,0.0,0.0,0.0,0,0,0,0,0,59,1,1,0,0,0,0.0,0,0,0,0.0
H2_30,G,False,4-1-4-1,0,0,0.0,0.0,0.0,0,0,0,0,0,74,2,1,0,0,0,0.0,0,0,0,0.0
H1_15,D,False,4-1-4-1,0,4,69.62,6.562,6.96,0,0,0,0,1,14,5,0,1,1,0,1.0,1,0,1,0.0
H1_30,D,False,4-1-4-1,0,9,135.93,6.486,6.96,1,1,1,1,0,29,26,0,8,2,6,0.25,4,1,3,0.25
H1_45,D,False,4-1-4-1,1,14,226.77,6.511,7.99,1,1,1,1,0,44,37,0,0,0,0,0.0,0,0,0,0.0
H2_15,D,False,4-1-4-1,2,19,289.04,6.505,7.99,1,1,1,1,0,59,47,0,11,5,6,0.45454545454545453,5,2,3,0.4
H2_30,D,False,4-1-4-1,3,23,373.6,6.556,7.99,1,1,1,1,0,74,56,3,14,6,8,0.42857142857142855,7,4,3,0.5714285714285714
H1_15,D,False,4-1-4-1,2,6,59.36,6.816,7.34,0,0,0,0,0,14,3,1,2,0,2,0.0,3,3,0,1.0
H1_30,D,False,4-1-4-1,2,7,70.03,6.72,7.34,0,0,0,0,0,29,19,1,3,1,2,0.3333333333333333,0,0,0,0.0
H1_45,D,False,4-1-4-1,2,8,90.68,6.702,7.34,0,0,0,0,0,44,34,2,0,0,0,0.0,0,0,0,0.0
H2_15,D,False,4-1-4-1,3,13,166.76,6.638,8.43,0,0,0,0,0,59,49,3,0,0,0,0.0,5,5,0,1.0
H2_30,D,False,4-1-4-1,3,15,183.14,6.572,8.43,0,0,0,0,0,74,58,3,4,2,2,0.5,0,0,0,0.0
